k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,k65,k66,k67,k68,k69,k70,k71,k72,k73,k74,k75,k76,k77,k78,k79,k80,k81,k82,k83,k84,k85,k86,k87,k88,k89,k90,k91,linf1,linf2,linf3,linf4,linf5,linf6,linf7,linf8,linf9,linf10,linf11,linf12,linf13,linf14,linf15,linf16,linf17,linf18,linf19,linf20,linf21,linf22,linf23,linf24,linf25,linf26,linf27,linf28,linf29,linf30,linf31,linf32,linf33,linf34,linf35,linf36,linf37,linf38,linf39,linf40,linf41,linf42,linf43,linf44,linf45,linf46,linf47,linf48,linf49,linf50,linf51,linf52,linf53,linf54,linf55,linf56,linf57,linf58,linf59,linf60,linf61,linf62,linf63,linf64,linf65,linf66,linf67,linf68,linf69,linf70,linf71,linf72,linf73,linf74,linf75,linf76,linf77,linf78,linf79,linf80,linf81,linf82,linf83,linf84,linf85,linf86,linf87,linf88,linf89,linf90,linf91
0.179649473,0.221894302,0.166292209,0.234286026,0.200290993,0.376036541,0.177054306,0.208828103,0.288720712,0.080281711,0.175020416,0.414972008,0.116475208,0.387142125,0.287609825,0.416640666,0.233722785,0.3479841,0.463870064,0.153522319,0.26876342,0.283878047,0.466100237,0.286595931,0.068779117,0.340153294,0.151944848,0.163151028,0.182456358,0.639826675,0.105980432,0.227507642,0.219703723,0.222230279,0.254019194,0.15882307,0.241782507,0.467657141,0.455775399,0.139562892,0.242496982,0.540246666,0.338409759,0.100106457,0.218100797,0.108788504,0.030107406,0.298485391,0.381213795,0.282277456,0.354581111,0.269308038,0.159692511,0.298276997,0.150284767,0.327508054,0.338998549,0.189416577,0.295125534,0.301631687,0.880955191,0.284654456,0.272538632,0.19929345,0.082710393,0.950893431,0.264661544,0.143270133,0.413341221,0.233669332,0.095571284,0.173435078,0.305456813,0.237367927,0.267892023,0.080330319,0.357143184,0.398088396,0.331590087,0.187711518,0.191735398,0.154007073,0.375717621,0.284537788,0.113936059,0.055907705,0.239364916,0.391913421,0.107143931,0.326391354,0.174295138,60.93920686,57.92986711,46.03778189,48.04295355,58.33423766,36.89633741,51.71954301,77.53625836,82.74178684,98.73230526,68.87512701,38.4943488,92.10206823,59.16573379,50.78221971,49.80956274,46.41512491,59.18296687,41.84138658,59.62890376,50.24258477,63.27393353,40.1274773,51.72092157,127.5750677,48.43154177,59.16411241,85.66797517,60.46530969,42.95297178,88.81871573,73.31117282,56.62747444,71.73895263,59.95691807,55.63188401,48.07622664,46.39627067,33.92428939,54.41316003,55.31251705,35.38571477,56.89306156,94.7760942,48.86053143,97.04952917,167.1169762,80.60318581,61.48574498,46.21538257,49.75216264,56.20094625,54.6709912,51.73298782,75.53795841,50.03081842,61.73171776,79.60037119,49.66724135,62.26075223,32.60794014,56.97436332,62.08826603,53.97020579,121.2845708,33.09612746,46.82292044,61.64622202,40.06956138,64.41046099,100.9024088,76.81299963,56.38670162,55.58476061,54.45397363,60.24592599,46.00584463,47.31199774,49.86915944,47.90637262,70.12422629,54.81288153,37.96083384,56.94590082,88.559142,97.97656181,55.63484583,45.93965059,49.20569616,48.15522507,63.49691625
